Station,Date,Influx,Tickets,Pre-booked,Onspot,Revenue
ST07,2/10/2022,4401,3092,2221,871,15460
ST07,2/11/2022,7333,6153,4444,1709,30765
ST07,2/12/2022,7656,2959,2215,744,14795
ST07,2/13/2022,3873,1435,1224,211,7175
ST07,2/14/2022,8482,2759,2392,367,13795
ST07,2/15/2022,9367,2983,2156,827,14915
ST07,2/16/2022,4608,3645,2910,735,18225
ST07,2/17/2022,8010,3406,2821,585,17030
ST07,2/18/2022,8873,1380,1118,262,6900
ST07,2/19/2022,7963,1576,1264,312,7880
ST07,2/20/2022,3563,3270,2688,582,16350
ST07,2/21/2022,6375,4394,4006,388,21970
ST07,2/22/2022,5048,1225,976,249,6125
ST07,2/23/2022,4057,1173,1036,137,5865
ST07,2/24/2022,7080,1499,1107,392,7495
ST07,2/25/2022,7429,3614,2881,733,18070
ST07,2/26/2022,7211,2457,1856,601,12285
ST07,2/27/2022,7264,6255,4539,1716,31275
ST07,2/28/2022,6019,4296,3100,1196,21480
ST07,3/1/2022,9722,2709,1987,722,13545
ST07,3/2/2022,8272,3857,3516,341,19285
ST07,3/3/2022,8306,7810,5919,1891,39050
ST07,3/4/2022,6232,1969,1618,351,9845
ST07,3/5/2022,9654,6762,5467,1295,33810
ST07,3/6/2022,3875,2778,2525,253,13890
ST07,3/7/2022,7512,6055,5012,1043,30275
ST07,3/8/2022,7743,1168,968,200,5840
ST07,3/9/2022,5434,2003,1459,544,10015
ST07,3/10/2022,9667,3615,2761,854,18075
ST07,3/11/2022,8742,4553,3730,823,22765
ST07,3/12/2022,7011,6407,5194,1213,32035
ST07,3/13/2022,4861,535,408,127,2675
ST07,3/14/2022,6056,1234,937,297,6170
ST07,3/15/2022,7309,4903,3926,977,24515
ST07,3/16/2022,7762,3514,2685,829,17570
ST07,3/17/2022,3973,2195,1837,358,10975
ST07,3/18/2022,6747,1594,1442,152,7970
ST07,3/19/2022,8546,6118,4592,1526,30590
ST07,3/20/2022,8505,6517,5350,1167,32585
ST07,3/21/2022,5046,925,807,118,4625
ST07,3/22/2022,9444,2970,2491,479,14850
ST07,3/23/2022,8054,4894,3773,1121,24470
ST07,3/24/2022,4122,3711,2861,850,18555
ST07,3/25/2022,5288,4729,4147,582,23645
ST07,3/26/2022,7684,1642,1249,393,8210
ST07,3/27/2022,6546,1466,1094,372,7330
ST07,3/28/2022,7921,2528,1877,651,12640
ST07,3/29/2022,5962,1888,1456,432,9440
ST07,3/30/2022,5028,2879,2062,817,14395
ST07,3/31/2022,3330,1657,1308,349,8285
ST07,4/1/2022,5655,2129,1777,352,10645
ST07,4/2/2022,3071,382,342,40,1910
ST07,4/3/2022,7562,5103,4553,550,25515
ST07,4/4/2022,9396,3931,3589,342,19655
ST07,4/5/2022,9393,8588,6919,1669,42940
ST07,4/6/2022,3067,2127,1586,541,10635
ST07,4/7/2022,8413,2080,1830,250,10400
ST07,4/8/2022,4789,1360,1007,353,6800
ST07,4/9/2022,4436,3347,2578,769,16735
ST07,4/10/2022,4777,2164,1983,181,10820
ST07,4/11/2022,7500,1385,1241,144,6925
ST07,4/12/2022,4152,3486,2526,960,17430
ST07,4/13/2022,6223,1394,1008,386,6970
ST07,4/14/2022,3327,663,533,130,3315
ST07,4/15/2022,4667,1544,1401,143,7720
ST07,4/16/2022,8491,6669,5961,708,33345
ST07,4/17/2022,8863,5477,4849,628,27385
ST07,4/18/2022,8428,1907,1489,418,9535
ST07,4/19/2022,6859,4949,3470,1479,24745
ST07,4/20/2022,8477,1811,1297,514,9055
ST07,4/21/2022,8985,6629,5522,1107,33145
ST07,4/22/2022,8252,2107,1887,220,10535
ST07,4/23/2022,4172,3836,3354,482,19180
ST07,4/24/2022,5488,4851,4401,450,24255
ST07,4/25/2022,5207,4976,4554,422,24880
ST07,4/26/2022,4216,4014,3091,923,20070
ST07,4/27/2022,3499,3159,2373,786,15795
ST07,4/28/2022,5923,3061,2480,581,15305
ST07,4/29/2022,6223,1520,1226,294,7600
ST07,4/30/2022,4074,1523,1116,407,7615
ST07,5/1/2022,9092,7377,6567,810,36885
ST07,5/2/2022,5241,1474,1161,313,7370
ST07,5/3/2022,4640,998,752,246,4990
ST07,5/4/2022,5858,4514,4098,416,22570
ST07,5/5/2022,3111,1101,888,213,5505
ST07,5/6/2022,6014,2567,2023,544,12835
ST07,5/7/2022,7797,1894,1682,212,9470
ST07,5/8/2022,3824,3343,2663,680,16715
ST07,5/9/2022,4867,2041,1471,570,10205
ST07,5/10/2022,8555,6644,4905,1739,33220
ST07,5/11/2022,7871,2347,2020,327,11735
ST07,5/12/2022,8200,4295,3233,1062,21475
ST07,5/13/2022,7027,3773,2974,799,18865
ST07,5/14/2022,6702,5338,4515,823,26690
ST07,5/15/2022,5398,4110,3262,848,20550
ST07,5/16/2022,7857,3225,2260,965,16125
ST07,5/17/2022,8115,7815,6288,1527,39075
ST07,5/18/2022,3588,3334,2360,974,16670
ST07,5/19/2022,5954,2554,1885,669,12770
ST07,5/20/2022,3544,1451,1230,221,7255
ST07,5/21/2022,9335,7933,7177,756,39665
ST07,5/22/2022,3230,1780,1358,422,8900
ST07,5/23/2022,8468,7523,5317,2206,37615
ST07,5/24/2022,9512,4981,3779,1202,24905
ST07,5/25/2022,8454,1473,1146,327,7365
ST07,5/26/2022,8509,4308,3720,588,21540
ST07,5/27/2022,9767,4530,3178,1352,22650
ST07,5/28/2022,5689,3628,2841,787,18140
ST07,5/29/2022,3483,2684,1888,796,13420
ST07,5/30/2022,5548,1590,1452,138,7950
ST07,5/31/2022,9755,4448,3455,993,22240
ST07,6/1/2022,5032,4685,4260,425,23425
ST07,6/2/2022,5472,3881,3467,414,19405
ST07,6/3/2022,4237,678,502,176,3390
ST07,6/4/2022,8370,3013,2559,454,15065
ST07,6/5/2022,5122,1172,832,340,5860
ST07,6/6/2022,7632,2165,1872,293,10825
ST07,6/7/2022,9793,9136,6526,2610,45680
ST07,6/8/2022,8903,5341,4556,785,26705
ST07,6/9/2022,8095,3127,2628,499,15635
ST07,6/10/2022,9710,1960,1645,315,9800
ST07,6/11/2022,5694,1392,1171,221,6960
ST07,6/12/2022,7624,2549,2069,480,12745
ST07,6/13/2022,3731,2254,2041,213,11270
ST07,6/14/2022,3297,2293,1806,487,11465
ST07,6/15/2022,7440,875,612,263,4375
ST07,6/16/2022,9185,3645,2826,819,18225
ST07,6/17/2022,9092,6830,5344,1486,34150
ST07,6/18/2022,3939,984,845,139,4920
ST07,6/19/2022,4591,2903,2366,537,14515
ST07,6/20/2022,6385,2842,2172,670,14210
ST07,6/21/2022,6792,5881,4694,1187,29405
ST07,6/22/2022,9718,2445,2215,230,12225
ST07,6/23/2022,4929,4433,3225,1208,22165
ST07,6/24/2022,7841,1649,1498,151,8245
ST07,6/25/2022,3147,2506,2298,208,12530
ST07,6/26/2022,5095,1761,1403,358,8805
ST07,6/27/2022,6107,838,597,241,4190
ST07,6/28/2022,7540,2625,2376,249,13125
ST07,6/29/2022,3753,2540,2076,464,12700
ST07,6/30/2022,9959,1684,1495,189,8420
ST07,7/1/2022,7497,3550,2750,800,17750
ST07,7/2/2022,5303,779,615,164,3895
ST07,7/3/2022,6097,1749,1517,232,8745
ST07,7/4/2022,3599,1863,1396,467,9315
ST07,7/5/2022,4068,1008,859,149,5040
ST07,7/6/2022,9168,6794,4873,1921,33970
ST07,7/7/2022,6536,5537,5063,474,27685
ST07,7/8/2022,4304,1134,991,143,5670
ST07,7/9/2022,7673,4478,3177,1301,22390
ST07,7/10/2022,5720,2189,1646,543,10945
ST07,7/11/2022,3379,1382,1125,257,6910
ST07,7/12/2022,4142,1076,934,142,5380
ST07,7/13/2022,7304,1734,1336,398,8670
ST07,7/14/2022,7678,6156,4646,1510,30780
ST07,7/15/2022,6342,5317,4307,1010,26585
ST07,7/16/2022,6265,3138,2517,621,15690
ST07,7/17/2022,6581,2134,1589,545,10670
ST07,7/18/2022,4933,2885,2358,527,14425
ST07,7/19/2022,9127,4648,3479,1169,23240
ST07,7/20/2022,9543,7301,6353,948,36505
ST07,7/21/2022,7849,5371,4206,1165,26855
ST07,7/22/2022,8334,4094,3078,1016,20470
ST07,7/23/2022,6459,3678,2764,914,18390
ST07,7/24/2022,6950,5091,3594,1497,25455
ST07,7/25/2022,5841,3905,3015,890,19525
ST07,7/26/2022,9670,4484,3433,1051,22420
ST07,7/27/2022,9933,1900,1737,163,9500
ST07,7/28/2022,8730,4582,4012,570,22910
ST07,7/29/2022,7946,5459,3940,1519,27295
ST07,7/30/2022,7202,3364,2789,575,16820
ST07,7/31/2022,4224,1021,902,119,5105
ST07,8/1/2022,9858,2762,2130,632,13810
ST07,8/2/2022,3080,1609,1470,139,8045
ST07,8/3/2022,7641,1953,1748,205,9765
ST07,8/4/2022,5069,2500,1813,687,12500
ST07,8/5/2022,4007,1770,1323,447,8850
ST07,8/6/2022,7118,6625,5993,632,33125
ST07,8/7/2022,4936,1262,1130,132,6310
ST07,8/8/2022,3685,1532,1342,190,7660
ST07,8/9/2022,6190,4319,3679,640,21595
ST07,8/10/2022,8154,6412,5355,1057,32060
ST07,8/11/2022,8659,7414,6097,1317,37070
ST07,8/12/2022,8591,5181,3966,1215,25905
ST07,8/13/2022,7667,1919,1479,440,9595
ST07,8/14/2022,8008,5873,4847,1026,29365
ST07,8/15/2022,8226,5985,5210,775,29925
ST07,8/16/2022,3779,2758,2223,535,13790
ST07,8/17/2022,9412,5957,4392,1565,29785
ST07,8/18/2022,7996,5018,4353,665,25090
ST07,8/19/2022,6202,2024,1441,583,10120
ST07,8/20/2022,9067,6067,5109,958,30335
ST07,8/21/2022,7440,3196,2730,466,15980
ST07,8/22/2022,4691,4279,3095,1184,21395
ST07,8/23/2022,7743,985,888,97,4925
ST07,8/24/2022,5290,3602,3010,592,18010
ST07,8/25/2022,9109,8734,6363,2371,43670
ST07,8/26/2022,8368,3542,2523,1019,17710
ST07,8/27/2022,4419,2807,2558,249,14035
ST07,8/28/2022,4935,2183,1606,577,10915
ST07,8/29/2022,3313,2566,2137,429,12830
ST07,8/30/2022,4756,3204,2411,793,16020
ST07,8/31/2022,3138,2727,2129,598,13635
ST07,9/1/2022,9749,7159,5046,2113,35795
ST07,9/2/2022,5037,4224,3187,1037,21120
ST07,9/3/2022,9693,2596,2122,474,12980
ST07,9/4/2022,5155,2171,1657,514,10855
ST07,9/5/2022,4598,1736,1237,499,8680
ST07,9/6/2022,4748,4133,3521,612,20665
ST07,9/7/2022,3752,2304,1814,490,11520
ST07,9/8/2022,8851,4703,3853,850,23515
ST07,9/9/2022,6684,1062,942,120,5310
ST07,9/10/2022,5210,4916,4383,533,24580
ST07,9/11/2022,6169,3682,2600,1082,18410
ST07,9/12/2022,8795,8682,7529,1153,43410
ST07,9/13/2022,3490,3307,3034,273,16535
ST07,9/14/2022,9922,4676,4058,618,23380
ST07,9/15/2022,7255,3276,2316,960,16380
ST07,9/16/2022,4623,762,699,63,3810
ST07,9/17/2022,4890,1849,1664,185,9245
ST07,9/18/2022,3506,751,532,219,3755
ST07,9/19/2022,5213,4841,4425,416,24205
ST07,9/20/2022,3305,2572,1828,744,12860
ST07,9/21/2022,9270,3988,2839,1149,19940
ST07,9/22/2022,3139,1123,985,138,5615
ST07,9/23/2022,7922,4098,3620,478,20490
ST07,9/24/2022,8885,3537,2777,760,17685
ST07,9/25/2022,6803,1936,1601,335,9680
ST07,9/26/2022,8481,1405,1016,389,7025
ST07,9/27/2022,5832,3695,2596,1099,18475
ST07,9/28/2022,5000,4861,3560,1301,24305
ST07,9/29/2022,4352,497,452,45,2485
ST07,9/30/2022,9205,6293,4807,1486,31465
ST07,10/1/2022,4166,3944,3248,696,19720
ST07,10/2/2022,6325,1913,1621,292,9565
ST07,10/3/2022,5364,2567,2115,452,12835
ST07,10/4/2022,3614,2609,1863,746,13045
ST07,10/5/2022,6793,1095,888,207,5475
ST07,10/6/2022,6128,1721,1373,348,8605
ST07,10/7/2022,4635,1002,842,160,5010
ST07,10/8/2022,9047,3800,3326,474,19000
ST07,10/9/2022,8342,5488,4381,1107,27440
ST07,10/10/2022,4580,2687,2251,436,13435
ST07,10/11/2022,3615,1588,1390,198,7940
ST07,10/12/2022,4759,1744,1403,341,8720
ST07,10/13/2022,7944,4699,3443,1256,23495
ST07,10/14/2022,7829,5590,4738,852,27950
ST07,10/15/2022,7361,3220,2691,529,16100
ST07,10/16/2022,8362,8119,7411,708,40595
ST07,10/17/2022,9947,5887,5051,836,29435
ST07,10/18/2022,6573,5470,4683,787,27350
ST07,10/19/2022,3933,2857,2444,413,14285
ST07,10/20/2022,3882,595,448,147,2975
ST07,10/21/2022,9091,8792,6322,2470,43960
ST07,10/22/2022,9178,2301,1824,477,11505
ST07,10/23/2022,8135,1709,1569,140,8545
ST07,10/24/2022,6082,4747,3819,928,23735
ST07,10/25/2022,9270,8089,6318,1771,40445
ST07,10/26/2022,7004,3373,2778,595,16865
ST07,10/27/2022,9884,6842,5255,1587,34210
ST07,10/28/2022,4642,2974,2160,814,14870
ST07,10/29/2022,6881,4198,3076,1122,20990
ST07,10/30/2022,8759,6965,5504,1461,34825
ST07,10/31/2022,5470,5352,4815,537,26760
ST07,11/1/2022,6936,5332,4072,1260,26660
ST07,11/2/2022,6455,2245,1975,270,11225
ST07,11/3/2022,4542,1479,1245,234,7395
ST07,11/4/2022,6919,1194,868,326,5970
ST07,11/5/2022,5171,2264,1792,472,11320
ST07,11/6/2022,6932,2825,2359,466,14125
ST07,11/7/2022,3279,1370,1016,354,6850
ST07,11/8/2022,8557,3575,3261,314,17875
ST07,11/9/2022,7703,3063,2589,474,15315
ST07,11/10/2022,3487,3015,2575,440,15075
ST07,11/11/2022,4653,3973,3325,648,19865
ST07,11/12/2022,6148,3488,2629,859,17440
ST07,11/13/2022,5636,2085,1497,588,10425
ST07,11/14/2022,8267,7280,5640,1640,36400
ST07,11/15/2022,4405,3839,3306,533,19195
ST07,11/16/2022,9035,4258,3599,659,21290
ST07,11/17/2022,3912,2855,2359,496,14275
ST07,11/18/2022,5965,3882,2737,1145,19410
ST07,11/19/2022,7135,4396,3449,947,21980
ST07,11/20/2022,6176,5465,4094,1371,27325
ST07,11/21/2022,7873,2856,2111,745,14280
ST07,11/22/2022,5931,2944,2665,279,14720
ST07,11/23/2022,3904,542,419,123,2710
ST07,11/24/2022,4250,2596,2052,544,12980
ST07,11/25/2022,9416,4333,3764,569,21665
ST07,11/26/2022,6991,927,845,82,4635
ST07,11/27/2022,9529,1395,1040,355,6975
ST07,11/28/2022,6731,1821,1540,281,9105
ST07,11/29/2022,7306,2313,1939,374,11565
ST07,11/30/2022,8185,4167,3411,756,20835
ST07,12/1/2022,9392,2433,2213,220,12165
ST07,12/2/2022,7917,7815,6182,1633,39075
ST07,12/3/2022,9214,5206,4062,1144,26030
ST07,12/4/2022,3925,1779,1518,261,8895
ST07,12/5/2022,4611,524,417,107,2620
ST07,12/6/2022,4333,3730,3010,720,18650
ST07,12/7/2022,3013,1005,922,83,5025
ST07,12/8/2022,3680,3374,2504,870,16870
ST07,12/9/2022,8302,5615,4109,1506,28075
ST07,12/10/2022,9614,9471,7421,2050,47355
ST07,12/11/2022,9998,4973,4491,482,24865
ST07,12/12/2022,5051,4550,3663,887,22750
ST07,12/13/2022,3611,840,633,207,4200
ST07,12/14/2022,6920,2498,1803,695,12490
ST07,12/15/2022,5508,2043,1496,547,10215
ST07,12/16/2022,8266,7377,6103,1274,36885
ST07,12/17/2022,6980,3460,2758,702,17300
ST07,12/18/2022,4798,579,479,100,2895
ST07,12/19/2022,9653,6450,4559,1891,32250
ST07,12/20/2022,3036,1738,1326,412,8690
ST07,12/21/2022,3940,913,698,215,4565
ST07,12/22/2022,6182,771,673,98,3855
ST07,12/23/2022,4618,1519,1149,370,7595
ST07,12/24/2022,8486,3905,2897,1008,19525
ST07,12/25/2022,3900,1373,1114,259,6865
ST07,12/26/2022,9889,6373,5051,1322,31865
ST07,12/27/2022,6323,4909,3935,974,24545
ST07,12/28/2022,7295,6306,5607,699,31530
ST07,12/29/2022,7287,1476,1314,162,7380
ST07,12/30/2022,7271,2424,2189,235,12120
ST07,12/31/2022,3583,403,321,82,2015
ST08,1/1/2022,4195,2355,1665,690,11775
ST08,1/2/2022,8755,5968,4832,1136,29840
ST08,1/3/2022,6835,6544,4646,1898,32720
ST08,1/4/2022,5824,3223,2684,539,16115
ST08,1/5/2022,6175,2765,2299,466,13825
ST08,1/6/2022,8453,5236,4205,1031,26180
ST08,1/7/2022,4337,2498,2039,459,12490
ST08,1/8/2022,5433,2172,1539,633,10860
ST08,1/9/2022,3780,1693,1251,442,8465
ST08,1/10/2022,3523,2405,1951,454,12025
ST08,1/11/2022,4384,2020,1842,178,10100
ST08,1/12/2022,6522,6314,4771,1543,31570
ST08,1/13/2022,9945,1893,1486,407,9465
ST08,1/14/2022,4877,1418,1233,185,7090
ST08,1/15/2022,6702,1864,1537,327,9320
ST08,1/16/2022,8764,3973,3645,328,19865
ST08,1/17/2022,4996,1724,1208,516,8620
ST08,1/18/2022,4280,969,767,202,4845
ST08,1/19/2022,3493,2895,2457,438,14475
ST08,1/20/2022,5602,3319,2984,335,16595
ST08,1/21/2022,7375,3445,2477,968,17225
ST08,1/22/2022,8570,4843,3801,1042,24215
ST08,1/23/2022,5062,2945,2129,816,14725
ST08,1/24/2022,4452,3195,2873,322,15975
ST08,1/25/2022,7536,6531,4843,1688,32655
ST08,1/26/2022,3478,2732,1941,791,13660
ST08,1/27/2022,6244,2263,1731,532,11315
ST08,1/28/2022,3338,2049,1835,214,10245
ST08,1/29/2022,4421,3748,3388,360,18740
ST08,1/30/2022,7792,4927,3635,1292,24635
ST08,1/31/2022,3798,3025,2599,426,15125
ST08,2/1/2022,4491,1817,1453,364,9085
ST08,2/2/2022,5848,4520,4007,513,22600
ST08,2/3/2022,7822,3573,3005,568,17865
ST08,2/4/2022,9252,4415,3964,451,22075
ST08,2/5/2022,3900,2196,1999,197,10980
ST08,2/6/2022,3193,930,855,75,4650
ST08,2/7/2022,6426,2366,2122,244,11830
ST08,2/8/2022,6030,3273,2535,738,16365
ST08,2/9/2022,9231,8384,6298,2086,41920
ST08,2/10/2022,9414,4908,4052,856,24540
ST08,2/11/2022,9615,8141,6302,1839,40705
ST08,2/12/2022,6250,5418,4508,910,27090
ST08,2/13/2022,9063,5824,5199,625,29120
ST08,2/14/2022,6342,5155,4163,992,25775
ST08,2/15/2022,7085,1732,1266,466,8660
ST08,2/16/2022,7807,3916,2742,1174,19580
ST08,2/17/2022,8425,8261,7163,1098,41305
ST08,2/18/2022,5859,2159,1514,645,10795
ST08,2/19/2022,6235,808,593,215,4040
ST08,2/20/2022,7906,3656,3348,308,18280
ST08,2/21/2022,8782,2390,1687,703,11950
ST08,2/22/2022,7518,4369,3344,1025,21845
ST08,2/23/2022,5370,1606,1344,262,8030
ST08,2/24/2022,6291,2919,2069,850,14595
ST08,2/25/2022,8767,6117,5324,793,30585
ST08,2/26/2022,5917,2461,1934,527,12305
ST08,2/27/2022,3410,1853,1538,315,9265
ST08,2/28/2022,3770,2942,2343,599,14710
ST08,3/1/2022,8230,7685,6983,702,38425
ST08,3/2/2022,5039,1551,1388,163,7755
ST08,3/3/2022,8828,7891,5560,2331,39455
ST08,3/4/2022,8488,4720,4311,409,23600
ST08,3/5/2022,6770,6193,5237,956,30965
ST08,3/6/2022,9650,5828,5020,808,29140
ST08,3/7/2022,7448,2890,2334,556,14450
ST08,3/8/2022,7627,4865,4379,486,24325
ST08,3/9/2022,9616,9145,7609,1536,45725
ST08,3/10/2022,8865,4736,3691,1045,23680
ST08,3/11/2022,3140,401,348,53,2005
ST08,3/12/2022,5379,3295,2362,933,16475
ST08,3/13/2022,3632,1753,1455,298,8765
ST08,3/14/2022,6824,2068,1472,596,10340
ST08,3/15/2022,5030,3515,2751,764,17575
ST08,3/16/2022,9360,4916,4003,913,24580
ST08,3/17/2022,5971,5392,3960,1432,26960
ST08,3/18/2022,3538,2138,1890,248,10690
ST08,3/19/2022,9157,4235,3312,923,21175
ST08,3/20/2022,8429,5543,4938,605,27715
ST08,3/21/2022,6401,1571,1174,397,7855
ST08,3/22/2022,4756,3211,2433,778,16055
ST08,3/23/2022,3714,788,560,228,3940
ST08,3/24/2022,3290,2522,2026,496,12610
ST08,3/25/2022,7200,4955,4222,733,24775
ST08,3/26/2022,7306,2867,2209,658,14335
ST08,3/27/2022,4710,1091,913,178,5455
ST08,3/28/2022,9556,1102,851,251,5510
ST08,3/29/2022,5031,4845,3621,1224,24225
ST08,3/30/2022,5360,2504,1980,524,12520
ST08,3/31/2022,5433,2198,1717,481,10990
ST08,4/1/2022,9472,7085,6508,577,35425
ST08,4/2/2022,9713,6350,4909,1441,31750
ST08,4/3/2022,4240,3940,2886,1054,19700
ST08,4/4/2022,8640,4267,3190,1077,21335
ST08,4/5/2022,9369,9218,7685,1533,46090
ST08,4/6/2022,9148,2571,2082,489,12855
ST08,4/7/2022,7264,4873,4399,474,24365
ST08,4/8/2022,4088,2701,2481,220,13505
ST08,4/9/2022,8877,4130,2978,1152,20650
ST08,4/10/2022,8964,5336,3910,1426,26680
ST08,4/11/2022,3417,1700,1234,466,8500
ST08,4/12/2022,3838,3633,2772,861,18165
ST08,4/13/2022,4645,2353,2098,255,11765
ST08,4/14/2022,7430,5728,4753,975,28640
ST08,4/15/2022,4667,3226,2764,462,16130
ST08,4/16/2022,6976,2345,2054,291,11725
ST08,4/17/2022,9854,9708,8382,1326,48540
ST08,4/18/2022,9117,1676,1299,377,8380
ST08,4/19/2022,3644,3119,2587,532,15595
ST08,4/20/2022,4465,1327,1083,244,6635
ST08,4/21/2022,8346,2592,2088,504,12960
ST08,4/22/2022,7965,4202,3019,1183,21010
ST08,4/23/2022,3103,2907,2555,352,14535
ST08,4/24/2022,4416,1918,1572,346,9590
ST08,4/25/2022,6525,6331,4680,1651,31655
ST08,4/26/2022,8967,8468,7275,1193,42340
ST08,4/27/2022,9683,8713,7082,1631,43565
ST08,4/28/2022,5929,4964,3691,1273,24820
ST08,4/29/2022,7318,2240,1754,486,11200
ST08,4/30/2022,7323,2786,2390,396,13930
ST08,5/1/2022,6454,3033,2408,625,15165
ST08,5/2/2022,3364,634,570,64,3170
ST08,5/3/2022,6273,4260,3179,1081,21300
ST08,5/4/2022,9376,3963,2988,975,19815
ST08,5/5/2022,4339,2654,2241,413,13270
ST08,5/6/2022,4373,1911,1630,281,9555
ST08,5/7/2022,4625,2106,1736,370,10530
ST08,5/8/2022,4296,2166,1724,442,10830
ST08,5/9/2022,4458,1776,1337,439,8880
ST08,5/10/2022,5343,4734,4124,610,23670
ST08,5/11/2022,3131,1749,1273,476,8745
ST08,5/12/2022,5020,1257,925,332,6285
ST08,5/13/2022,4640,3541,2793,748,17705
ST08,5/14/2022,6525,3128,2414,714,15640
ST08,5/15/2022,3985,544,419,125,2720
ST08,5/16/2022,3126,2229,1705,524,11145
ST08,5/17/2022,7474,4634,3932,702,23170
ST08,5/18/2022,6634,1932,1697,235,9660
ST08,5/19/2022,9260,3369,2366,1003,16845
ST08,5/20/2022,7743,6174,5245,929,30870
ST08,5/21/2022,3020,1711,1335,376,8555
ST08,5/22/2022,8995,8772,7127,1645,43860
ST08,5/23/2022,4565,4357,3987,370,21785
ST08,5/24/2022,4912,3581,2911,670,17905
ST08,5/25/2022,7345,3964,3446,518,19820
ST08,5/26/2022,9245,8516,7740,776,42580
ST08,5/27/2022,9272,1879,1582,297,9395
ST08,5/28/2022,4078,628,548,80,3140
ST08,5/29/2022,9494,3262,2475,787,16310
ST08,5/30/2022,6577,2156,1665,491,10780
ST08,5/31/2022,3411,799,594,205,3995
ST08,6/1/2022,9525,5413,3805,1608,27065
ST08,6/2/2022,8412,5830,5266,564,29150
ST08,6/3/2022,6821,3135,2213,922,15675
ST08,6/4/2022,7364,3359,2609,750,16795
ST08,6/5/2022,6421,2823,2066,757,14115
ST08,6/6/2022,9835,2722,2473,249,13610
ST08,6/7/2022,8736,5323,4221,1102,26615
ST08,6/8/2022,6768,6471,4715,1756,32355
ST08,6/9/2022,6420,1644,1398,246,8220
ST08,6/10/2022,8932,6600,4845,1755,33000
ST08,6/11/2022,9264,5926,4639,1287,29630
ST08,6/12/2022,5348,1097,866,231,5485
ST08,6/13/2022,8613,4858,3869,989,24290
ST08,6/14/2022,5099,1317,963,354,6585
ST08,6/15/2022,4339,1438,1014,424,7190
ST08,6/16/2022,8584,2411,1957,454,12055
ST08,6/17/2022,6047,3901,2880,1021,19505
ST08,6/18/2022,4082,3393,2854,539,16965
ST08,6/19/2022,4197,3979,3137,842,19895
ST08,6/20/2022,6071,764,609,155,3820
ST08,6/21/2022,7845,6936,5600,1336,34680
ST08,6/22/2022,5136,3703,3277,426,18515
ST08,6/23/2022,9308,3346,2830,516,16730
ST08,6/24/2022,8823,4015,3202,813,20075
ST08,6/25/2022,6157,1822,1568,254,9110
ST08,6/26/2022,6394,4882,3747,1135,24410
ST08,6/27/2022,9246,5504,4786,718,27520
ST08,6/28/2022,4255,2442,1749,693,12210
ST08,6/29/2022,7679,6259,5420,839,31295
ST08,6/30/2022,9021,3944,2808,1136,19720
ST08,7/1/2022,8485,5620,4008,1612,28100
ST08,7/2/2022,7445,3401,2666,735,17005
ST08,7/3/2022,8258,4965,4139,826,24825
ST08,7/4/2022,8692,7696,7036,660,38480
ST08,7/5/2022,4643,1680,1270,410,8400
ST08,7/6/2022,5085,2505,2211,294,12525
ST08,7/7/2022,6906,4883,4209,674,24415
ST08,7/8/2022,7587,5652,5004,648,28260
ST08,7/9/2022,9856,5306,4452,854,26530
ST08,7/10/2022,6408,1541,1125,416,7705
ST08,7/11/2022,7929,3381,2657,724,16905
ST08,7/12/2022,6983,6505,5416,1089,32525
ST08,7/13/2022,8255,6944,4889,2055,34720
ST08,7/14/2022,8212,5403,4032,1371,27015
ST08,7/15/2022,3949,3311,2750,561,16555
ST08,7/16/2022,6123,3649,2956,693,18245
ST08,7/17/2022,4682,2662,2336,326,13310
ST08,7/18/2022,5132,4184,3782,402,20920
ST08,7/19/2022,3408,416,341,75,2080
ST08,7/20/2022,5337,2943,2704,239,14715
ST08,7/21/2022,5156,4777,3573,1204,23885
ST08,7/22/2022,7056,1782,1389,393,8910
ST08,7/23/2022,9273,4442,3467,975,22210
ST08,7/24/2022,4629,1162,964,198,5810
ST08,7/25/2022,5492,4121,2965,1156,20605
ST08,7/26/2022,3186,664,600,64,3320
ST08,7/27/2022,4401,826,593,233,4130
ST08,7/28/2022,6009,1604,1189,415,8020
ST08,7/29/2022,5944,2935,2332,603,14675
ST08,7/30/2022,7517,5370,4336,1034,26850
ST08,7/31/2022,9269,4548,4140,408,22740
ST08,8/1/2022,3093,1061,881,180,5305
ST08,8/2/2022,6977,4026,3494,532,20130
ST08,8/3/2022,5828,2153,1943,210,10765
ST08,8/4/2022,9032,5444,4179,1265,27220
ST08,8/5/2022,9451,2957,2188,769,14785
ST08,8/6/2022,8852,7980,5710,2270,39900
ST08,8/7/2022,8046,3683,3291,392,18415
ST08,8/8/2022,4053,2077,1470,607,10385
ST08,8/9/2022,5681,3255,2689,566,16275
ST08,8/10/2022,6809,3089,2586,503,15445
ST08,8/11/2022,4562,2104,1909,195,10520
ST08,8/12/2022,4317,1631,1279,352,8155
ST08,8/13/2022,6123,5641,4241,1400,28205
ST08,8/14/2022,6576,3025,2243,782,15125
ST08,8/15/2022,8838,2256,1742,514,11280
ST08,8/16/2022,6131,1825,1373,452,9125
ST08,8/17/2022,8335,5216,4258,958,26080
ST08,8/18/2022,3277,960,732,228,4800
ST08,8/19/2022,8678,5185,3697,1488,25925
ST08,8/20/2022,3706,545,396,149,2725
